Date,Tweets,clean,neg,neu,pos,compound,
28-Feb-19,#ashokleyland Self explanatory Chart !! Looks interesting for 92-95 lvls .. ,ashokleyland self explanatory chart look interesting lvls,0,0.69,0.31,0.4019,
28-Feb-19,APOLLOTYRE (Apollo Tyres Ltd) BUY ABOVE 218,apollotyre apollo tyres ltd buy,0,1,0,0,
28-Feb-19,"Heromoto - Long -@ gann support, good risk reward on longs here",heromoto long gann support good risk reward longs,0.136,0.26,0.604,0.802,
28-Feb-19,"""ULTRA RISKY JACKPOT""
TVSMOTORS BUY ABOVE 462

SL 1402

TARGET ""OPEN"" #TVSMOTOR","ultra risky jackpot""
tvsmotors buy open tvsmotor",0.231,0.769,0,-0.2023,
28-Feb-19,HeroMotoCorp and BajajAuto facing the heat of high inventory levels,heromotocorp bajajauto face heat high inventory level,0,1,0,0,0.11621
1-Mar-19,"#India Close: Options #BajajAuto'Mar28: PCR 0.51, Max OI (change: direction, level): PE ↑ ₹2,600.00, CE ↑ ₹3,000.00. 52-week high/low: #BSE 50/115 #NSE 19/24. #FPI Activity: Debt -₹33.49 bn, Equity +₹8.64 bn. $Nifty ↑+0.66% $Sensex ↑+0.55%.",india close option pcr max oi change direction level pe ce high/low bse nse fpi activity debt bn equity bn nifty sensex,0.099,0.794,0.107,0.0516,
1-Mar-19,#TataMotors denies reports of #JaguarLandRover unit stake sale,tatamotors deny report jaguarlandrover unit stake sale,0.286,0.714,0,-0.34,
1-Mar-19,#TVSMOTOR-120 M falling wedge breakout and RSI Triple Divergence ,fall wedge breakout rsi triple divergence,0,1,0,0,
1-Mar-19,"TOP LOSER
#BHARTIARTL #BAJAJAUTO","top loser
#bhartiartl bajajauto",0.472,0.278,0.25,-0.3818,
1-Mar-19,#Bajajauto now in reverse gear .,bajajauto reverse gear,0,1,0,0,
1-Mar-19,Flat feb sales for #AshokLeyland,flat feb sale ashokleyland,0,1,0,0,
1-Mar-19,"Buy Mother sumi,Mothersumi stock 161 . Buy the stock , stock possible to raise. Strict stop loss based buy the stock. Buy with small stop loss . Stop loss price closing based.

Advisable

Buy #Mothersumi at 160 sl 158 target 190. ","buy mother sumi,mothersumi stock buy stock stock possible raise strict stop loss base buy stock buy small stop loss stop loss price close based.

advisable

buy mothersumi sl target",0.37,0.63,0,-0.8885,
1-Mar-19,"#BajajAuto showed strong growth in February sales, driven by exports.",bajajauto show strong growth february sale drive export,0,0.504,0.496,0.7096,
1-Mar-19,#EicherMotors  Breakdown happened with Good volumes ,eichermotors breakdown happen good volume,0,0.58,0.42,0.4404,
1-Mar-19,"Ashok leyland almost 5% up till date and Tata motors nearly 5.5% up till date 

Hope you all made a good profit however as I already mentioned Auto industry is not shaping up well .

Hence exit as n when tough resistance levels come up .","ashok leyland almost till date tata motor nearly till date 

hope make good profit however already mentioned auto industry shape well 

hence exit tough resistance level come",0.044,0.641,0.315,0.8519,0.04432
2-Mar-19,"#MOTHERSUMI: Motherson Sumi Systems Limited has lost a star, now a 3 star stock.",mothersumi motherson sumi system limit lose star star stock,0.252,0.748,0,-0.4019,
2-Mar-19,"#AshokLeyland : While seeing from the last six months trend , Though its far away from 200MA in day chart , Can see continous mass buying happening at the price range of 78 to 85. Is it worst is over for ",ashokleyland see last six month trend though far away day chart see continous mass buying happen price range worst,0.186,0.814,0,-0.6249,
2-Mar-19,#MOTHERSUMI - buy above 165 target 173,mothersumi buy target,0,1,0,0,
2-Mar-19,#TataMotors - Massive asset impairment of 30K Cr.,tatamotors massive asset impairment cr,0,0.615,0.385,0.3612,
2-Mar-19,"#POSITIONAL BUY #MOTHERSUMI
TGT 162 updated on 27th Feb Did you checked??
Entry = 153.5
1st Lot Trader profit booked @ 158 (Gain=25K)
2nd Lot Trader profit booked @ 162
(Gain=75)
3rd Lot Trader still holding for profit TGT=167","positional buy mothersumi
tgt update feb checked??
entry lot trader profit book lot trader profit book lot trader still hold profit",0,0.665,0.335,0.8426,
2-Mar-19,#TataMotors domestic #sales fall 3% in Feb http://,tatamotors domestic sale fall feb http,0,1,0,0,
2-Mar-19,TVS Motor company posts 3% sales growth in February 2019,tv motor company post sale growth february,0,0.698,0.302,0.3818,
2-Mar-19,"#TataMotors 180 finally ended 1% up. 
Carefully worded release from the Co!
""There is no truth to the rumours that Tata Motors is looking to divest its stake in JLR and we would not like to comment further on any market speculation.""","tatamotors finally end 
carefully word release co!
""there truth rumour tata motor look divest stake jlr would like comment market speculation",0,0.732,0.268,0.68,
2-Mar-19,"Till now 2941 from 2550
more to come

#BajajAuto","till come

#bajajauto",0,1,0,0,
2-Mar-19,#AshokLeyland  on its way to recovery will be 120/- in no time,ashokleyland way recovery time,0,1,0,0,0.12388
3-Mar-19,TATA MOTORS SUPER BULLISH | Price Target Rs 250?,tata motor super bullish price target,0,0.562,0.438,0.5994,
3-Mar-19,#EXIDEIND - Short exide below 217,exideind short exide,0,1,0,0,
3-Mar-19,#TVSMOTOR - long after triangle breakout ,tvsmotor long triangle breakout,0,1,0,0,
3-Mar-19,Jaguar Land Rover to announce significant UK investment ,jaguar land rover announce significant uk investment,0,0.769,0.231,0.2023,
3-Mar-19,#TVSMOTOR - TVS-Double Bottom,tvsmotor tvs-double bottom,0,1,0,0,
3-Mar-19,#Amarajabat Spot #Weekly Chart: Moving in very Narrow Range and the best approach for a trader is not to trade inside the range. Just wait patiently for a breakout from the range.,amarajabat spot weekly chart move narrow range best approach trader trade inside range wait patiently breakout range,0,0.792,0.208,0.6369,
3-Mar-19,"#ApolloTyre #FantasticFriday 
CMP 
@220

Identified @ 210
#Long #NextLevel 225","apollotyre fantasticfriday 
cmp nextlevel",0,1,0,0,
3-Mar-19,"#tatamotors: At crucial support level. can expect a reversal.
Look for channel breakout & price breaking above bullish flag. ","tatamotors crucial support level expect reversal.
look channel breakout price break bullish flag",0,0.816,0.184,0.4019,
3-Mar-19,"Jaguar's Indian revival choked on European diesel, China slump",jaguar's indian revival choke european diesel china slump,0.333,0.667,0,-0.5423,0.144244444
3-Mar-19,"#BAJAJAUTO 👉ADHE SHORT ,😜😜ADHE LONGS",bajajauto 👉adhe short 😜😜adhe longs,0,1,0,0,
4-Mar-19,#APOLLOTYRE - APOLLO TYRES || ON A TRICKY TERRAIN,apollotyre apollo tyres tricky terrain,0.286,0.714,0,-0.1531,
4-Mar-19,#HEROMOTOCO - HEROMOTOCO BULLISH HARAMI TRADE,heromotoco heromotoco bullish harami trade,0,1,0,0,
4-Mar-19,#Tatamotors NEED to break 188 for upmove,tatamotors need break upmove,0,1,0,0,
4-Mar-19,"Introducing the all new GURU 1010, a highly durable machine which offers best-in-class features and longer vehicle life, enabling you to power up your business!

#AshokLeyland #GURU","introduce new guru highly durable machine offer best-in-class feature longer vehicle life enable power business!

#ashokleyland guru",0,1,0,0,
4-Mar-19,#JLR reported 29 per cent growth in US retail volumes in February. #TataMotors,jlr report per cent growth retail volume february tatamotors,0,0.755,0.245,0.3818,
4-Mar-19,"#Tatamotors through its partnership with Atal Indore City Transport Service Limited (AICTSL) is set to deploy 50 #Tigor Electric Vehicles in Indore. This is part of tender with #EESL. AICTSL will deploy these #EVs across #Indore, reinforcing its commitment to sustainability.",tatamotors partnership atal indore city transport service limit aictsl set deploy tigor electric vehicle indore part tender eesl aictsl deploy ev across indore reinforce commitment sustainability,0,0.906,0.094,0.3818,
4-Mar-19,"Tata Motors announces second year of association with VIVO IPL, with its premium SUV, Harrier
#TataMotors, #VIVOIPL","tata motor announces second year association vivo ipl premium suv harrier
#tatamotors vivoipl",0,1,0,0,
4-Mar-19,"#POSITIONAL_BUY #MOTHERSUMI
TGT 162 updated on 27th Feb Did you checked??
Entry = 153.5
1st Lot Trader profit booked @ 158 (Gain=25K)
2nd Lot Trader profit booked @ 162
(Gain=75)
3rd Lot Trader still holding for profit TGT=167","positional_buy mothersumi
tgt update feb checked??
entry lot trader profit book lot trader profit book lot trader still hold profit",0,0.652,0.348,0.8426,
4-Mar-19,We said earlier also that #Tatamotors is undervalued. Our recommendation for it has been buy after the quarterly results.,say earlier also tatamotors undervalue recommendation buy quarterly result,0,1,0,0,
4-Mar-19,2019 Tata Hexa Launched At Starting Price Of Rs 12.99 Lakh,tata hexa launch start price lakh,0,1,0,0,0.14531
5-Mar-19,#TVSMOTOR- 490 from 470 Intaday,tvsmotor intaday,0,1,0,0,
5-Mar-19,"#TataMotors' market valuation moved up by Rs 4,014 crore to Rs 56,015 crore on the BSE",tatamotors market valuation move crore crore bse,0,1,0,0,
5-Mar-19,#TataMotors has so far maintained that no decision has been made yet on the future of #Nano. #TataNano,tatamotors far maintain decision make yet future nano tatanano,0,1,0,0,
5-Mar-19,"This was the day when Tata motors was 140 levels. Today after about one month it is 197. 🤓🤓.

Sometimes my advice works!!!

Looks like market has started discounting Modi's win

#sensex #TataMotors #ModiOnceMore","day tata motor level today one month 🤓🤓.

sometimes advice works!!!

looks like market start discount modi's win

#sensex tatamotors modioncemore",0,0.726,0.274,0.8007,
5-Mar-19,"#GenevaMotorShow: #TataMotors has showcased the #H2X concept and the #Altroz concept. The #Altroz was showcased in the #EV guise as well, along with the #Buzzard concept.  ",genevamotorshow tatamotors showcased concept altroz concept altroz showcased ev guise well along buzzard concept,0,0.861,0.139,0.2732,
5-Mar-19,#HEROMOTOCO forms #ThreeWeekTight pattern. #BULLISH,heromotoco form threeweektight pattern bullish,0,1,0,0,
5-Mar-19,Remain selective with the likes of #BajajAuto on the two-wheeler side and #AshokLeyland on the commercial vehicle side as the preferred choice within auto,remain selective like bajajauto two-wheel side ashokleyland commercial vehicle side preferred choice within auto,0,0.839,0.161,0.3612,
5-Mar-19,"90.50 till now...  #AshokLeyland 💥
Keep holding for short term with sl at cost..","till ashokleyland 💥
keep hold short term sl cost",0.238,0.762,0,-0.3612,
5-Mar-19,"And yet #TataMotors up 8% reaching levels last seen in early Sep 2018 (CMP 194)
Company says no truth to #JLR stake sale reports but street refuses to buy it. 
#StocksInNews 
#stocks
Quote Tweet","yet tatamotors reach level last see early sep cmp say truth jlr stake sale report street refuse buy 
#stocksinnews 
#stocks
quote tweet",0.089,0.772,0.138,0.0516,
5-Mar-19,#TataMotors  FRESH VIEW  now 198 is resistance above 202/208 on cards,tatamotors fresh view resistance card,0,0.635,0.365,0.3182,0.14437
6-Mar-19,#TATAMOTORS - TATA CARS  LOOKING BEAUTIFUL TO PLAY HOLI  ,tatamotors tata car look beautiful play holi,0,0.442,0.558,0.743,
6-Mar-19,"#NIFTYAUTO

IF BREAK AND SUSTAIN ABOVE THIS GREEN ZONE
THEN BIG RALLY EXPECTED","niftyauto

if break sustain green zone
then big rally expect",0,1,0,0,
6-Mar-19,$17.5 billion debt maturity for #JLR next year. #TataMotors,billion debt maturity jlr next year tatamotors,0.294,0.706,0,-0.3612,
6-Mar-19,"The BS-VI emission norms will make diesel engines too expensive for entry-level cars. At #TataMotors, it will mean discontinuing the 1.05-litre #Revotorq unit it offers in the #Tiago and #Tigor.",bs-vi emission norm make diesel engine expensive entry-level car tatamotors mean discontinue revotorq unit offer tiago tigor,0,1,0,0,
6-Mar-19,"When you don't know why suddenly auto slowdown happened.- As Maruti MD expects market to pick up after election. 
So people are waiting for election result to buy car ? Is it ?  -  Seems xyz justification !

#maruti #largecap #autosector","know suddenly auto slowdown happen maruti md expect market pick election 
so people wait election result buy car seem xyz justification 

#maruti largecap autosector",0,1,0,0,
6-Mar-19,"TOP LOSERS
#ZEEL #TATAMOTORS","top losers
#zeel tatamotors",0.472,0.278,0.25,-0.3818,
6-Mar-19,#TataMotors share price rises 54% from its 52-week low in 15 sessions,tatamotors share price rise low session,0.253,0.482,0.265,0.0258,
6-Mar-19,#EXIDEIND has formed Inverted Head & Shoulder.. if sustains above 226 then we may see good upside move . View negated below 215.,exideind form invert head shoulder sustains may see good upside move view negate,0,0.805,0.195,0.4404,
6-Mar-19,#AshokLeyland: Started to give bullish moves. Look for price sustaining above 95 - 96 for buying and holding for long term. Upon breakout can expect move upto 133 - 135 in near term,ashokleyland start give bullish move look price sustain buy hold long term upon breakout expect move upto near term,0,1,0,0,
6-Mar-19,"US class 8 truck orders continue declining trend dropping 58%  for Feb19, order declines to reflect in lower production ahead; Negative for #BharatForge #GNAAxle #MothersonSumi #RamkrishnaForgings",class truck order continue decline trend drop order decline reflect low production ahead negative bharatforge gnaaxle mothersonsumi ramkrishnaforgings,0.345,0.655,0,-0.7845,-0.03183
7-Mar-19,"#BulkDeal #Blockdeals #Insider #trading 
source : #NSE + #BSE website. #BajajAuto #NiitLtd #VijayaBank","bulkdeal blockdeals insider trade 
source nse bse website bajajauto niitltd vijayabank",0,1,0,0,
7-Mar-19,1% in TATAMOTORS in quick 14 mins....Bought from previous day's VAL... #TATAMOTORS #Nifty,tatamotors quick mins....bought previous day's val tatamotors nifty,0,0.722,0.278,0.4019,
7-Mar-19,"#TVSMOTOR  (Profit Rs.4/share,3800/lot)",tvsmotor profit,0,0.256,0.744,0.4404,
7-Mar-19,"#tatamotors moved 7% on Tuesday, yesterdays move was dull! Its a pullback or a U Turn",tatamotors move tuesday yesterday move dull pullback turn,0.278,0.722,0,-0.4019,
7-Mar-19,#MOTHERSUMI: Motherson Sumi Systems Limited has fallen to a 2 star rating,mothersumi motherson sumi system limit fall star rating,0,1,0,0,
7-Mar-19,#TataMotors gains 2%,tatamotors gain,0,0.227,0.773,0.5267,
7-Mar-19,"Due to busy schedule, I could not make videos this week. #BajajAuto, #JubilantFood, #YESBANK setting up nicely in the F&O #stocks category",due busy schedule could make videos week bajajauto jubilantfood yesbank set nicely f&o stock category,0,0.828,0.172,0.4404,
7-Mar-19,"#TVSMOTOR- made high around second tgt of 496-98 and came down t o 482

entry and exit both are imporant",tvsmotor make high around second tgt come exit imporant,0,1,0,0,
7-Mar-19,"RED_Alert:  AGAIN TELLING YOU #ASHOKLEYLAND WILL KISS 100 LEVEL, From 86 Level, We are Shouting 
Buy 90 CE & RELAX..... YES NO DOUBT WORLD RUNNING FOR THIS STOCK !!!","red_alert tell ashokleyland kiss level level shout 
buy ce relax yes doubt world run stock",0.114,0.502,0.384,0.7096,0.235233333
7-Mar-19,"Sensex climbs over 50 points, Nifty above 11,050 on strong rupee",sensex climb point nifty strong rupee,0,0.4,0.6,0.7184,
8-Mar-19,"#TechnicalPicks | 
@CK_Narayan
 backs 
@ETBIndia
 
#EicherMotors","technicalpicks 
@ck_narayan
 back 
@etbindia
 
#eichermotors",0,1,0,0,
